order_id,order_date,store_name,product_name,category,quantity,unit_price,sales_amount,cost_amount,profit
10067,2025-01-22,Online Pickup,Shower Head,Bathroom,3,131.9,395.70000000000005,135.0,260.70000000000005
10068,2024-01-02,Suburban Outlet,Shower Head,Bathroom,4,112.9,451.6,180.0,271.6
10069,2025-01-24,Downtown Showroom,Stainless Sink,Kitchen,2,225.01,450.02,280.0,170.01999999999998
10070,2025-07-19,Downtown Showroom,Water Heater,Appliance,4,831.67,3326.68,2080.0,1246.6799999999998
10071,2024-04-15,Downtown Showroom,Kitchen Faucet,Kitchen,1,156.72,156.72,80.0,76.72
10072,2025-04-21,Downtown Showroom,Bathroom Vanity,Bathroom,3,451.12,1353.3600000000001,780.0,573.3600000000001
10073,2025-12-03,Downtown Showroom,Shower Head,Bathroom,2,122.91,245.82,90.0,155.82
10074,2025-02-05,Suburban Outlet,Shower Head,Bathroom,2,108.85,217.7,90.0,127.69999999999999
10075,2025-12-30,Suburban Outlet,Stainless Sink,Kitchen,3,234.49,703.47,420.0,283.47
10076,2025-07-09,Suburban Outlet,Cutlery Set,Accessories,1,78.27,78.27,30.0,48.269999999999996
10077,2024-06-10,Suburban Outlet,Stainless Sink,Kitchen,3,258.78,776.3399999999999,420.0,356.3399999999999
10078,2024-07-20,Online Pickup,Cabinet Handle,Accessories,4,12.67,50.68,14.0,36.68
10079,2024-09-26,Suburban Outlet,Kitchen Faucet,Kitchen,6,151.15,906.9000000000001,480.0,426.9000000000001
10080,2024-09-27,Online Pickup,Water Heater,Appliance,3,937.15,2811.45,1560.0,1251.4499999999998
10081,2025-03-31,Downtown Showroom,Gas Stove,Appliance,2,588.42,1176.84,760.0,416.8399999999999
10082,2025-04-06,Downtown Showroom,Gas Stove,Appliance,3,639.3,1917.8999999999999,1140.0,777.8999999999999
10083,2025-12-27,Downtown Showroom,Water Heater,Appliance,1,865.41,865.41,520.0,345.40999999999997
10084,2024-09-08,Suburban Outlet,Cutlery Set,Accessories,2,73.09,146.18,60.0,86.18
10085,2025-12-02,Online Pickup,Cabinet Handle,Accessories,2,11.5,23.0,7.0,16.0
10086,2024-10-22,Downtown Showroom,Shower Head,Bathroom,4,119.83,479.32,180.0,299.32
10087,2025-12-25,Online Pickup,Cutlery Set,Accessories,2,87.25,174.5,60.0,114.5
10088,2025-12-20,Downtown Showroom,Shower Head,Bathroom,1,115.14,115.14,45.0,70.14
10089,2024-12-03,Online Pickup,Shower Head,Bathroom,2,111.94,223.88,90.0,133.88
10090,2024-02-22,Downtown Showroom,Gas Stove,Appliance,2,616.19,1232.38,760.0,472.3800000000001
10091,2024-08-04,Downtown Showroom,Cutlery Set,Accessories,1,73.13,73.13,30.0,43.129999999999995
10092,2024-07-06,Downtown Showroom,Cabinet Handle,Accessories,4,10.99,43.96,14.0,29.96
10093,2025-01-14,Downtown Showroom,Stainless Sink,Kitchen,4,267.7,1070.8,560.0,510.79999999999995
10094,2025-05-07,Downtown Showroom,Shower Head,Bathroom,1,120.28,120.28,45.0,75.28
10095,2024-02-10,Downtown Showroom,Bathroom Vanity,Bathroom,6,430.58,2583.48,1560.0,1023.48
10096,2024-06-05,Online Pickup,Bathroom Vanity,Bathroom,2,440.4,880.8,520.0,360.79999999999995
10097,2024-01-15,Suburban Outlet,Stainless Sink,Kitchen,2,259.56,519.12,280.0,239.12
10098,2024-03-05,Downtown Showroom,Bathroom Vanity,Bathroom,2,450.3,900.6,520.0,380.6
10099,2025-06-04,Suburban Outlet,Kitchen Faucet,Kitchen,4,151.41,605.64,320.0,285.64
10100,2024-12-09,Suburban Outlet,Shower Head,Bathroom,1,117.06,117.06,45.0,72.06
10101,2024-05-08,Downtown Showroom,Stainless Sink,Kitchen,2,238.7,477.4,280.0,197.39999999999998
10102,2025-10-09,Downtown Showroom,Cutlery Set,Accessories,4,74.87,299.48,120.0,179.48000000000002
10103,2025-04-16,Downtown Showroom,Shower Head,Bathroom,3,126.32,378.96,135.0,243.95999999999998
10104,2024-03-03,Downtown Showroom,Stainless Sink,Kitchen,1,274.06,274.06,140.0,134.06
10105,2024-05-18,Suburban Outlet,Gas Stove,Appliance,3,615.32,1845.96,1140.0,705.96
10106,2025-05-13,Downtown Showroom,Cabinet Handle,Accessories,2,13.05,26.1,7.0,19.1
10107,2025-08-15,Suburban Outlet,Cutlery Set,Accessories,5,77.36,386.8,150.0,236.8
10108,2025-01-26,Suburban Outlet,Cabinet Handle,Accessories,3,11.16,33.480000000000004,10.5,22.980000000000004
10109,2025-11-05,Downtown Showroom,Gas Stove,Appliance,4,563.6,2254.4,1520.0,734.4000000000001
10110,2025-02-22,Suburban Outlet,Shower Head,Bathroom,2,123.43,246.86,90.0,156.86
10111,2024-10-15,Downtown Showroom,Cutlery Set,Accessories,4,75.27,301.08,120.0,181.07999999999998
10112,2025-01-13,Online Pickup,Cabinet Handle,Accessories,3,11.06,33.18,10.5,22.68
10113,2025-05-04,Downtown Showroom,Bathroom Vanity,Bathroom,4,467.1,1868.4,1040.0,828.4000000000001
10114,2024-08-18,Online Pickup,Cabinet Handle,Accessories,2,12.26,24.52,7.0,17.52
10115,2024-02-10,Suburban Outlet,Stainless Sink,Kitchen,2,229.03,458.06,280.0,178.06
10116,2024-01-28,Downtown Showroom,Shower Head,Bathroom,2,110.15,220.3,90.0,130.3
10117,2024-05-14,Suburban Outlet,Kitchen Faucet,Kitchen,2,149.52,299.04,160.0,139.04000000000002
10118,2024-07-19,Online Pickup,Cabinet Handle,Accessories,1,11.54,11.54,3.5,8.04
10119,2024-02-02,Suburban Outlet,Cutlery Set,Accessories,4,83.87,335.48,120.0,215.48000000000002
10120,2024-02-17,Online Pickup,Cutlery Set,Accessories,5,74.66,373.29999999999995,150.0,223.29999999999995
10121,2025-05-17,Online Pickup,Water Heater,Appliance,3,946.77,2840.31,1560.0,1280.31
10122,2025-02-10,Downtown Showroom,Cabinet Handle,Accessories,5,10.92,54.6,17.5,37.1
10123,2025-07-27,Downtown Showroom,Shower Head,Bathroom,2,113.45,226.9,90.0,136.9
10124,2025-12-28,Suburban Outlet,Shower Head,Bathroom,4,131.08,524.32,180.0,344.32000000000005
10125,2024-04-08,Downtown Showroom,Gas Stove,Appliance,3,649.15,1947.4499999999998,1140.0,807.4499999999998
10126,2025-11-14,Online Pickup,Water Heater,Appliance,4,888.06,3552.24,2080.0,1472.2399999999998
10127,2025-12-26,Online Pickup,Cabinet Handle,Accessories,6,12.73,76.38,21.0,55.379999999999995
10128,2025-06-30,Downtown Showroom,Bathroom Vanity,Bathroom,3,441.17,1323.51,780.0,543.51
10129,2025-09-04,Downtown Showroom,Gas Stove,Appliance,4,616.17,2464.68,1520.0,944.6799999999998
10130,2025-04-06,Suburban Outlet,Water Heater,Appliance,3,846.73,2540.19,1560.0,980.19
10131,2025-10-04,Downtown Showroom,Cabinet Handle,Accessories,3,11.32,33.96,10.5,23.46
10132,2024-01-05,Online Pickup,Cabinet Handle,Accessories,5,12.96,64.80000000000001,17.5,47.30000000000001
10133,2024-08-05,Downtown Showroom,Gas Stove,Appliance,3,593.61,1780.83,1140.0,640.8299999999999
10134,2025-05-17,Suburban Outlet,Bathroom Vanity,Bathroom,1,423.54,423.54,260.0,163.54000000000002
10135,2025-02-01,Downtown Showroom,Water Heater,Appliance,1,817.07,817.07,520.0,297.07000000000005
10136,2025-01-27,Suburban Outlet,Cabinet Handle,Accessories,4,12.12,48.48,14.0,34.48
10137,2024-07-25,Downtown Showroom,Cabinet Handle,Accessories,2,12.24,24.48,7.0,17.48
10138,2024-01-15,Suburban Outlet,Water Heater,Appliance,5,926.72,4633.6,2600.0,2033.6000000000004
10139,2025-07-07,Downtown Showroom,Kitchen Faucet,Kitchen,1,161.92,161.92,80.0,81.91999999999999
10140,2025-04-05,Suburban Outlet,Gas Stove,Appliance,1,579.34,579.34,380.0,199.34000000000003
10141,2025-11-21,Online Pickup,Gas Stove,Appliance,4,642.55,2570.2,1520.0,1050.1999999999998
10142,2025-07-28,Downtown Showroom,Cutlery Set,Accessories,3,84.43,253.29000000000002,90.0,163.29000000000002
10143,2024-08-28,Downtown Showroom,Bathroom Vanity,Bathroom,3,419.89,1259.67,780.0,479.6700000000001
10144,2025-07-17,Downtown Showroom,Stainless Sink,Kitchen,4,235.59,942.36,560.0,382.36
10145,2024-04-05,Suburban Outlet,Kitchen Faucet,Kitchen,1,144.66,144.66,80.0,64.66
10146,2025-04-29,Suburban Outlet,Water Heater,Appliance,5,939.46,4697.3,2600.0,2097.3
10147,2025-02-10,Suburban Outlet,Water Heater,Appliance,3,819.51,2458.5299999999997,1560.0,898.5299999999997
10148,2024-08-18,Downtown Showroom,Water Heater,Appliance,2,864.5,1729.0,1040.0,689.0
10149,2025-10-16,Downtown Showroom,Kitchen Faucet,Kitchen,4,146.39,585.56,320.0,265.55999999999995
10150,2024-06-19,Suburban Outlet,Cabinet Handle,Accessories,7,12.4,86.8,24.5,62.3
10151,2025-06-24,Downtown Showroom,Water Heater,Appliance,4,870.2,3480.8,2080.0,1400.8000000000002
10152,2024-02-05,Online Pickup,Water Heater,Appliance,2,954.93,1909.86,1040.0,869.8599999999999
10153,2025-06-08,Downtown Showroom,Bathroom Vanity,Bathroom,2,444.26,888.52,520.0,368.52
10154,2024-06-08,Suburban Outlet,Shower Head,Bathroom,3,121.4,364.20000000000005,135.0,229.20000000000005
10155,2025-11-29,Downtown Showroom,Shower Head,Bathroom,5,125.69,628.45,225.0,403.45000000000005
10156,2024-08-30,Downtown Showroom,Cutlery Set,Accessories,1,79.6,79.6,30.0,49.599999999999994
10157,2024-03-26,Suburban Outlet,Cutlery Set,Accessories,3,80.85,242.54999999999998,90.0,152.54999999999998
10158,2025-07-31,Suburban Outlet,Water Heater,Appliance,3,985.04,2955.12,1560.0,1395.12
10159,2025-11-12,Online Pickup,Bathroom Vanity,Bathroom,3,448.51,1345.53,780.0,565.53
10160,2025-07-10,Downtown Showroom,Water Heater,Appliance,2,829.11,1658.22,1040.0,618.22
10161,2025-07-27,Downtown Showroom,Cutlery Set,Accessories,3,80.08,240.24,90.0,150.24
10162,2025-10-07,Suburban Outlet,Kitchen Faucet,Kitchen,2,152.3,304.6,160.0,144.60000000000002
10163,2024-01-28,Suburban Outlet,Kitchen Faucet,Kitchen,1,136.09,136.09,80.0,56.09
10164,2025-09-11,Downtown Showroom,Cabinet Handle,Accessories,1,12.8,12.8,3.5,9.3
10165,2025-07-09,Downtown Showroom,Stainless Sink,Kitchen,1,227.26,227.26,140.0,87.25999999999999
10166,2024-12-05,Downtown Showroom,Shower Head,Bathroom,3,118.12,354.36,135.0,219.36
10167,2024-11-26,Online Pickup,Bathroom Vanity,Bathroom,1,445.42,445.42,260.0,185.42000000000002
10168,2025-10-01,Downtown Showroom,Gas Stove,Appliance,3,577.86,1733.58,1140.0,593.5799999999999
10169,2025-05-20,Downtown Showroom,Shower Head,Bathroom,1,116.8,116.8,45.0,71.8
10170,2024-12-13,Downtown Showroom,Gas Stove,Appliance,1,631.99,631.99,380.0,251.99
10171,2025-04-17,Downtown Showroom,Stainless Sink,Kitchen,6,256.54,1539.2400000000002,840.0,699.2400000000002
10172,2024-08-18,Downtown Showroom,Stainless Sink,Kitchen,4,240.9,963.6,560.0,403.6
10173,2024-07-08,Suburban Outlet,Water Heater,Appliance,2,897.41,1794.82,1040.0,754.8199999999999
10174,2024-08-12,Downtown Showroom,Cutlery Set,Accessories,4,77.49,309.96,120.0,189.95999999999998
10175,2025-01-19,Online Pickup,Stainless Sink,Kitchen,4,225.8,903.2,560.0,343.20000000000005
10176,2025-01-11,Downtown Showroom,Stainless Sink,Kitchen,4,259.16,1036.64,560.0,476.6400000000001
10177,2024-10-09,Suburban Outlet,Gas Stove,Appliance,3,609.81,1829.4299999999998,1140.0,689.4299999999998
10178,2025-09-24,Online Pickup,Cutlery Set,Accessories,6,74.1,444.59999999999997,180.0,264.59999999999997
10179,2025-09-19,Suburban Outlet,Stainless Sink,Kitchen,2,270.44,540.88,280.0,260.88
10180,2024-09-15,Suburban Outlet,Shower Head,Bathroom,4,126.15,504.6,180.0,324.6
10181,2024-12-24,Downtown Showroom,Cabinet Handle,Accessories,2,12.28,24.56,7.0,17.56
10182,2025-12-10,Downtown Showroom,Stainless Sink,Kitchen,1,241.31,241.31,140.0,101.31
10183,2025-03-31,Suburban Outlet,Cabinet Handle,Accessories,2,13.16,26.32,7.0,19.32
10184,2025-02-14,Online Pickup,Cutlery Set,Accessories,2,75.26,150.52,60.0,90.52000000000001
10185,2025-10-10,Suburban Outlet,Water Heater,Appliance,4,816.2,3264.8,2080.0,1184.8000000000002
10186,2024-11-13,Suburban Outlet,Bathroom Vanity,Bathroom,4,453.45,1813.8,1040.0,773.8
10187,2025-11-07,Suburban Outlet,Cutlery Set,Accessories,4,86.97,347.88,120.0,227.88
10188,2024-08-12,Downtown Showroom,Gas Stove,Appliance,6,579.86,3479.16,2280.0,1199.1599999999999
10189,2024-08-21,Downtown Showroom,Bathroom Vanity,Bathroom,4,476.82,1907.28,1040.0,867.28
10190,2025-11-14,Suburban Outlet,Shower Head,Bathroom,2,117.29,234.58,90.0,144.58
10191,2025-10-25,Online Pickup,Kitchen Faucet,Kitchen,2,164.49,328.98,160.0,168.98000000000002
10192,2025-01-08,Downtown Showroom,Cabinet Handle,Accessories,6,12.89,77.34,21.0,56.34
10193,2025-11-02,Suburban Outlet,Cabinet Handle,Accessories,3,11.58,34.74,10.5,24.240000000000002
10194,2025-08-30,Downtown Showroom,Cabinet Handle,Accessories,4,12.58,50.32,14.0,36.32
10195,2025-04-16,Suburban Outlet,Cutlery Set,Accessories,2,76.8,153.6,60.0,93.6
10196,2024-08-20,Downtown Showroom,Cabinet Handle,Accessories,2,11.65,23.3,7.0,16.3
10197,2025-11-22,Downtown Showroom,Water Heater,Appliance,2,915.0,1830.0,1040.0,790.0
10198,2024-04-22,Suburban Outlet,Cabinet Handle,Accessories,2,12.23,24.46,7.0,17.46
10199,2025-05-11,Downtown Showroom,Gas Stove,Appliance,4,600.56,2402.24,1520.0,882.2399999999998
10200,2025-03-17,Suburban Outlet,Shower Head,Bathroom,1,124.6,124.6,45.0,79.6
10201,2025-07-17,Suburban Outlet,Cabinet Handle,Accessories,2,11.68,23.36,7.0,16.36
10202,2024-09-24,Online Pickup,Cabinet Handle,Accessories,5,12.2,61.0,17.5,43.5
10203,2025-05-24,Downtown Showroom,Bathroom Vanity,Bathroom,5,492.0,2460.0,1300.0,1160.0
10204,2025-01-20,Downtown Showroom,Shower Head,Bathroom,2,128.71,257.42,90.0,167.42000000000002
10205,2025-01-21,Downtown Showroom,Cabinet Handle,Accessories,2,12.12,24.24,7.0,17.24
10206,2024-04-22,Online Pickup,Cutlery Set,Accessories,3,85.22,255.66,90.0,165.66
10207,2025-09-04,Online Pickup,Stainless Sink,Kitchen,2,273.59,547.18,280.0,267.17999999999995
10208,2025-09-16,Suburban Outlet,Water Heater,Appliance,3,964.41,2893.23,1560.0,1333.23
10209,2024-03-21,Online Pickup,Cutlery Set,Accessories,2,74.07,148.14,60.0,88.13999999999999
10210,2025-11-29,Suburban Outlet,Kitchen Faucet,Kitchen,3,141.82,425.46,240.0,185.45999999999998
10211,2024-04-22,Suburban Outlet,Cutlery Set,Accessories,2,87.04,174.08,60.0,114.08000000000001
10212,2024-01-02,Downtown Showroom,Bathroom Vanity,Bathroom,4,485.2,1940.8,1040.0,900.8
10213,2025-10-03,Suburban Outlet,Bathroom Vanity,Bathroom,4,413.7,1654.8,1040.0,614.8
10214,2024-08-07,Downtown Showroom,Cabinet Handle,Accessories,3,10.89,32.67,10.5,22.17
10215,2025-07-19,Online Pickup,Cutlery Set,Accessories,1,84.39,84.39,30.0,54.39
10216,2024-08-12,Suburban Outlet,Bathroom Vanity,Bathroom,1,447.09,447.09,260.0,187.08999999999997
10217,2025-01-19,Suburban Outlet,Stainless Sink,Kitchen,3,264.18,792.54,420.0,372.53999999999996
10218,2025-02-06,Downtown Showroom,Shower Head,Bathroom,1,126.29,126.29,45.0,81.29
10219,2025-09-29,Downtown Showroom,Cutlery Set,Accessories,4,78.23,312.92,120.0,192.92000000000002
10220,2024-05-09,Downtown Showroom,Water Heater,Appliance,7,891.51,6240.57,3640.0,2600.5699999999997
10221,2024-02-22,Downtown Showroom,Stainless Sink,Kitchen,3,253.99,761.97,420.0,341.97
10222,2025-11-14,Downtown Showroom,Cabinet Handle,Accessories,2,11.77,23.54,7.0,16.54
10223,2025-12-30,Online Pickup,Shower Head,Bathroom,2,121.89,243.78,90.0,153.78
10224,2025-11-02,Suburban Outlet,Water Heater,Appliance,1,837.81,837.81,520.0,317.80999999999995
10225,2025-12-10,Downtown Showroom,Cabinet Handle,Accessories,3,11.56,34.68,10.5,24.18
10226,2025-02-19,Downtown Showroom,Water Heater,Appliance,1,864.58,864.58,520.0,344.58000000000004
10227,2024-09-03,Downtown Showroom,Cabinet Handle,Accessories,6,12.75,76.5,21.0,55.5
10228,2025-03-14,Suburban Outlet,Water Heater,Appliance,2,839.06,1678.12,1040.0,638.1199999999999
10229,2024-07-21,Suburban Outlet,Shower Head,Bathroom,3,114.18,342.54,135.0,207.54000000000002
10230,2024-07-02,Online Pickup,Stainless Sink,Kitchen,5,251.91,1259.55,700.0,559.55
10231,2024-05-02,Downtown Showroom,Water Heater,Appliance,3,985.94,2957.82,1560.0,1397.8200000000002
10232,2025-02-04,Online Pickup,Water Heater,Appliance,4,907.88,3631.52,2080.0,1551.52
10233,2024-10-20,Online Pickup,Gas Stove,Appliance,5,632.66,3163.2999999999997,1900.0,1263.2999999999997
10234,2024-10-06,Downtown Showroom,Cutlery Set,Accessories,2,77.55,155.1,60.0,95.1
10235,2025-09-01,Online Pickup,Shower Head,Bathroom,4,121.84,487.36,180.0,307.36
10236,2024-07-16,Downtown Showroom,Cabinet Handle,Accessories,3,11.34,34.019999999999996,10.5,23.519999999999996
10237,2025-05-25,Online Pickup,Shower Head,Bathroom,2,108.22,216.44,90.0,126.44
10238,2024-05-23,Downtown Showroom,Bathroom Vanity,Bathroom,5,482.71,2413.5499999999997,1300.0,1113.5499999999997
10239,2025-08-31,Online Pickup,Cabinet Handle,Accessories,2,12.88,25.76,7.0,18.76
10240,2024-07-19,Online Pickup,Shower Head,Bathroom,4,118.99,475.96,180.0,295.96
10241,2024-05-03,Online Pickup,Stainless Sink,Kitchen,3,273.34,820.02,420.0,400.02
10242,2024-07-05,Suburban Outlet,Cabinet Handle,Accessories,3,12.95,38.849999999999994,10.5,28.349999999999994
10243,2024-11-21,Downtown Showroom,Cabinet Handle,Accessories,4,12.45,49.8,14.0,35.8
10244,2025-04-08,Downtown Showroom,Shower Head,Bathroom,3,109.18,327.54,135.0,192.54000000000002
10245,2024-12-14,Downtown Showroom,Cabinet Handle,Accessories,3,11.98,35.94,10.5,25.439999999999998
10246,2025-10-21,Downtown Showroom,Gas Stove,Appliance,2,577.14,1154.28,760.0,394.28
10247,2025-02-06,Suburban Outlet,Cutlery Set,Accessories,4,87.73,350.92,120.0,230.92000000000002
10248,2024-12-11,Downtown Showroom,Cabinet Handle,Accessories,3,12.26,36.78,10.5,26.28
10249,2025-05-25,Online Pickup,Cutlery Set,Accessories,1,82.83,82.83,30.0,52.83
10250,2024-05-26,Suburban Outlet,Shower Head,Bathroom,1,122.31,122.31,45.0,77.31
10251,2024-05-27,Online Pickup,Water Heater,Appliance,3,815.46,2446.38,1560.0,886.3800000000001
10252,2025-12-11,Downtown Showroom,Kitchen Faucet,Kitchen,3,139.01,417.03,240.0,177.02999999999997
10253,2025-05-03,Online Pickup,Kitchen Faucet,Kitchen,2,140.97,281.94,160.0,121.94
10254,2025-10-01,Online Pickup,Water Heater,Appliance,3,832.62,2497.86,1560.0,937.8600000000001
10255,2025-07-04,Downtown Showroom,Water Heater,Appliance,2,848.44,1696.88,1040.0,656.8800000000001
10256,2024-12-03,Suburban Outlet,Water Heater,Appliance,3,876.0,2628.0,1560.0,1068.0
10257,2025-10-02,Suburban Outlet,Stainless Sink,Kitchen,5,228.4,1142.0,700.0,442.0
10258,2025-04-17,Downtown Showroom,Kitchen Faucet,Kitchen,2,150.18,300.36,160.0,140.36
10259,2024-05-30,Suburban Outlet,Water Heater,Appliance,6,820.96,4925.76,3120.0,1805.7600000000002
10260,2025-02-18,Downtown Showroom,Stainless Sink,Kitchen,2,245.46,490.92,280.0,210.92000000000002
10261,2024-10-24,Downtown Showroom,Bathroom Vanity,Bathroom,4,478.05,1912.2,1040.0,872.2
